SKU,Tamanho Pedido,Loja,Data da Venda,Código Cliente
HL1015,3,Rio de Janeiro,"2021-08-27 00:00:00,000",226
HL1003,3,Rio de Janeiro,"2021-08-29 00:00:00,000",28
HL1021,3,Rio de Janeiro,"2021-08-31 00:00:00,000",298
HL1012,3,Rio de Janeiro,"2021-09-02 00:00:00,000",194
HL1013,3,Rio de Janeiro,"2021-09-02 00:00:00,000",3
HL1006,3,Rio de Janeiro,"2021-09-04 00:00:00,000",652
HL1019,3,Rio de Janeiro,"2021-09-05 00:00:00,000",3
HL1005,3,Rio de Janeiro,"2021-09-11 00:00:00,000",788
HL1015,3,Rio de Janeiro,"2021-09-12 00:00:00,000",76
HL1014,3,Rio de Janeiro,"2021-09-16 00:00:00,000",20
HL1009,3,Rio de Janeiro,"2021-09-16 00:00:00,000",298
HL1008,3,Rio de Janeiro,"2021-09-16 00:00:00,000",362
HL1023,3,Rio de Janeiro,"2021-09-17 00:00:00,000",226
HL1001,3,Rio de Janeiro,"2021-09-19 00:00:00,000",368
HL1010,3,Rio de Janeiro,"2021-09-19 00:00:00,000",625
HL1005,3,Rio de Janeiro,"2021-09-20 00:00:00,000",652
HL1008,3,Rio de Janeiro,"2021-09-21 00:00:00,000",134
HL1003,3,Rio de Janeiro,"2021-09-22 00:00:00,000",443
HL1007,3,Rio de Janeiro,"2021-09-25 00:00:00,000",492
HL1015,3,Rio de Janeiro,"2021-09-25 00:00:00,000",694
HL1013,3,Rio de Janeiro,"2021-09-25 00:00:00,000",121
HL1009,3,Rio de Janeiro,"2021-10-04 00:00:00,000",625
HL1007,3,Rio de Janeiro,"2021-10-06 00:00:00,000",570
HL1018,3,Rio de Janeiro,"2021-10-14 00:00:00,000",121
HL1009,3,Rio de Janeiro,"2021-10-17 00:00:00,000",336
HL1009,3,Rio de Janeiro,"2021-10-20 00:00:00,000",476
HL1010,3,Rio de Janeiro,"2021-10-23 00:00:00,000",155
HL1008,3,Rio de Janeiro,"2021-10-25 00:00:00,000",407
HL1023,3,Rio de Janeiro,"2021-10-27 00:00:00,000",226
HL1023,3,Rio de Janeiro,"2021-10-29 00:00:00,000",589
HL1012,3,Rio de Janeiro,"2021-11-01 00:00:00,000",788
HL1021,3,Rio de Janeiro,"2021-11-02 00:00:00,000",248
HL1006,3,Rio de Janeiro,"2021-11-03 00:00:00,000",374
HL1007,3,Rio de Janeiro,"2021-11-05 00:00:00,000",298
HL1001,3,Rio de Janeiro,"2021-11-07 00:00:00,000",571
HL1008,3,Rio de Janeiro,"2021-11-08 00:00:00,000",121
HL1021,3,Rio de Janeiro,"2021-11-09 00:00:00,000",374
HL1008,3,Rio de Janeiro,"2021-11-11 00:00:00,000",336
HL1007,3,Rio de Janeiro,"2021-11-15 00:00:00,000",134
HL1023,3,Rio de Janeiro,"2021-11-15 00:00:00,000",121
HL1011,3,Rio de Janeiro,"2021-11-18 00:00:00,000",259
HL1013,3,Rio de Janeiro,"2021-11-18 00:00:00,000",325
HL1008,3,Rio de Janeiro,"2021-11-18 00:00:00,000",125
HL1024,3,Rio de Janeiro,"2021-11-19 00:00:00,000",20
HL1015,3,Rio de Janeiro,"2021-11-22 00:00:00,000",788
HL1002,3,Rio de Janeiro,"2021-11-27 00:00:00,000",744
HL1017,3,Rio de Janeiro,"2021-11-28 00:00:00,000",531
HL1015,3,Rio de Janeiro,"2021-11-28 00:00:00,000",76
HL1012,3,Rio de Janeiro,"2021-11-29 00:00:00,000",558
HL1007,3,Rio de Janeiro,"2021-11-30 00:00:00,000",374
HL1015,3,Rio de Janeiro,"2021-12-01 00:00:00,000",325
HL1001,3,Rio de Janeiro,"2021-12-03 00:00:00,000",134
HL1018,3,Rio de Janeiro,"2021-12-03 00:00:00,000",572
HL1004,3,Rio de Janeiro,"2021-12-04 00:00:00,000",29
HL1024,3,Rio de Janeiro,"2021-12-05 00:00:00,000",107
HL1012,3,Rio de Janeiro,"2021-12-05 00:00:00,000",405
HL1006,3,Rio de Janeiro,"2021-12-06 00:00:00,000",804
HL1012,3,Rio de Janeiro,"2021-12-08 00:00:00,000",788
HL1006,3,Rio de Janeiro,"2021-12-08 00:00:00,000",76
HL1012,3,Rio de Janeiro,"2021-12-11 00:00:00,000",326
HL1001,3,Rio de Janeiro,"2021-12-11 00:00:00,000",694
HL1006,3,Rio de Janeiro,"2021-12-12 00:00:00,000",298
HL1007,3,Rio de Janeiro,"2021-12-12 00:00:00,000",443
HL1009,3,Rio de Janeiro,"2021-12-14 00:00:00,000",155
HL1001,3,Rio de Janeiro,"2021-12-15 00:00:00,000",331
HL1019,3,Rio de Janeiro,"2021-12-19 00:00:00,000",377
HL1007,3,Rio de Janeiro,"2021-12-19 00:00:00,000",374
HL1015,3,Rio de Janeiro,"2021-12-21 00:00:00,000",259
HL1006,3,Rio de Janeiro,"2021-12-23 00:00:00,000",125
HL1002,3,Rio de Janeiro,"2021-12-23 00:00:00,000",107
HL1020,3,Rio de Janeiro,"2021-12-23 00:00:00,000",572
HL1005,3,Rio de Janeiro,"2021-12-26 00:00:00,000",28
HL1003,3,Rio de Janeiro,"2021-12-27 00:00:00,000",571
HL1015,3,Rio de Janeiro,"2021-12-28 00:00:00,000",492
HL1012,3,Rio de Janeiro,"2021-12-28 00:00:00,000",492
HL1008,3,Rio de Janeiro,"2021-12-29 00:00:00,000",325
HL1019,3,Rio de Janeiro,"2021-12-31 00:00:00,000",570
HL1003,3,Rio de Janeiro,"2022-01-04 00:00:00,000",148
HL1008,3,Rio de Janeiro,"2022-01-05 00:00:00,000",226
HL1001,3,Rio de Janeiro,"2022-01-06 00:00:00,000",134
HL1015,3,Rio de Janeiro,"2022-01-07 00:00:00,000",362
HL1012,3,Rio de Janeiro,"2022-01-07 00:00:00,000",788
HL1015,3,Rio de Janeiro,"2022-01-08 00:00:00,000",476
HL1005,3,Rio de Janeiro,"2022-01-08 00:00:00,000",377
HL1001,3,Rio de Janeiro,"2022-01-14 00:00:00,000",3
HL1008,3,Rio de Janeiro,"2022-01-14 00:00:00,000",125
HL1024,3,Rio de Janeiro,"2022-01-16 00:00:00,000",374
HL1003,3,Rio de Janeiro,"2022-01-18 00:00:00,000",407
HL1015,3,Rio de Janeiro,"2022-01-18 00:00:00,000",625
HL1013,3,Rio de Janeiro,"2022-01-18 00:00:00,000",298
HL1015,3,Rio de Janeiro,"2022-01-21 00:00:00,000",248
HL1006,3,Rio de Janeiro,"2022-01-23 00:00:00,000",213
HL1007,3,Rio de Janeiro,"2022-01-23 00:00:00,000",771
HL1001,3,Rio de Janeiro,"2022-01-24 00:00:00,000",571
HL1018,3,Rio de Janeiro,"2022-01-24 00:00:00,000",226
HL1009,3,Rio de Janeiro,"2022-01-24 00:00:00,000",194
HL1003,3,Rio de Janeiro,"2022-01-26 00:00:00,000",573
HL1011,3,Rio de Janeiro,"2022-01-26 00:00:00,000",194
HL1021,3,Rio de Janeiro,"2022-01-27 00:00:00,000",744
HL1010,3,Rio de Janeiro,"2022-01-28 00:00:00,000",652
HL1001,3,Rio de Janeiro,"2022-01-29 00:00:00,000",589
HL1005,3,Rio de Janeiro,"2022-01-29 00:00:00,000",248
HL1021,3,Rio de Janeiro,"2022-01-30 00:00:00,000",537
HL1021,3,Rio de Janeiro,"2022-02-02 00:00:00,000",76
HL1001,3,Rio de Janeiro,"2022-02-05 00:00:00,000",194
HL1013,3,Rio de Janeiro,"2022-02-06 00:00:00,000",492
HL1001,3,Rio de Janeiro,"2022-02-07 00:00:00,000",336
HL1002,3,Rio de Janeiro,"2022-02-09 00:00:00,000",499
HL1015,3,Rio de Janeiro,"2022-02-17 00:00:00,000",148
HL1023,3,Rio de Janeiro,"2022-02-18 00:00:00,000",20
HL1009,3,Rio de Janeiro,"2022-02-19 00:00:00,000",625
HL1002,3,Rio de Janeiro,"2022-02-27 00:00:00,000",52
HL1021,3,Rio de Janeiro,"2022-02-27 00:00:00,000",226
HL1001,3,Rio de Janeiro,"2022-03-02 00:00:00,000",226
HL1023,3,Rio de Janeiro,"2022-03-05 00:00:00,000",121
HL1008,3,Rio de Janeiro,"2022-03-08 00:00:00,000",572
HL1018,3,Rio de Janeiro,"2022-03-12 00:00:00,000",804
HL1024,3,Rio de Janeiro,"2022-03-13 00:00:00,000",148
HL1021,3,Rio de Janeiro,"2022-03-16 00:00:00,000",155
HL1010,3,Rio de Janeiro,"2022-03-18 00:00:00,000",325
HL1005,3,Rio de Janeiro,"2022-03-19 00:00:00,000",531
HL1023,3,Rio de Janeiro,"2022-03-21 00:00:00,000",52
HL1015,3,Rio de Janeiro,"2022-03-22 00:00:00,000",134
HL1006,3,Rio de Janeiro,"2022-03-22 00:00:00,000",570
HL1005,3,Rio de Janeiro,"2022-03-31 00:00:00,000",537
HL1009,3,Rio de Janeiro,"2022-04-02 00:00:00,000",377
HL1002,3,Rio de Janeiro,"2022-04-03 00:00:00,000",625
HL1003,3,Rio de Janeiro,"2022-04-04 00:00:00,000",148
HL1002,3,Rio de Janeiro,"2022-04-07 00:00:00,000",11
HL1001,3,Rio de Janeiro,"2022-04-10 00:00:00,000",99
HL1015,3,Rio de Janeiro,"2022-04-13 00:00:00,000",694
HL1001,3,Rio de Janeiro,"2022-04-17 00:00:00,000",20
HL1005,3,Rio de Janeiro,"2022-04-18 00:00:00,000",248
HL1021,3,Rio de Janeiro,"2022-04-23 00:00:00,000",531
HL1007,3,Rio de Janeiro,"2022-04-23 00:00:00,000",788
HL1023,3,Rio de Janeiro,"2022-04-25 00:00:00,000",226
HL1003,3,Rio de Janeiro,"2022-04-27 00:00:00,000",572
HL1001,3,Rio de Janeiro,"2022-05-03 00:00:00,000",99
HL1006,3,Rio de Janeiro,"2022-05-04 00:00:00,000",326
HL1004,3,Rio de Janeiro,"2022-05-05 00:00:00,000",362
HL1023,3,Rio de Janeiro,"2022-05-09 00:00:00,000",374
HL1009,3,Rio de Janeiro,"2022-05-10 00:00:00,000",248
HL1008,3,Rio de Janeiro,"2022-05-10 00:00:00,000",374
HL1015,3,Rio de Janeiro,"2022-05-16 00:00:00,000",817
HL1005,3,Rio de Janeiro,"2022-05-17 00:00:00,000",213
HL1013,3,Rio de Janeiro,"2022-05-21 00:00:00,000",817
HL1009,3,Rio de Janeiro,"2022-05-22 00:00:00,000",29
HL1023,3,Rio de Janeiro,"2022-05-22 00:00:00,000",248
HL1024,3,Rio de Janeiro,"2022-05-24 00:00:00,000",226
HL1005,3,Rio de Janeiro,"2022-05-25 00:00:00,000",134
HL1010,3,Rio de Janeiro,"2022-05-26 00:00:00,000",213
HL1019,3,Rio de Janeiro,"2022-05-28 00:00:00,000",407
HL1001,3,Rio de Janeiro,"2022-05-29 00:00:00,000",625
HL1019,3,Rio de Janeiro,"2022-05-31 00:00:00,000",462
HL1020,3,Rio de Janeiro,"2022-06-01 00:00:00,000",476
HL1012,3,Rio de Janeiro,"2022-06-11 00:00:00,000",558
HL1024,3,Rio de Janeiro,"2022-06-13 00:00:00,000",99
HL1018,3,Rio de Janeiro,"2022-06-15 00:00:00,000",298
HL1002,3,Rio de Janeiro,"2022-06-15 00:00:00,000",571
HL1021,3,Rio de Janeiro,"2022-06-15 00:00:00,000",374
HL1019,3,Rio de Janeiro,"2022-06-16 00:00:00,000",749
HL1024,3,Rio de Janeiro,"2022-06-22 00:00:00,000",134
HL1015,3,Rio de Janeiro,"2022-06-23 00:00:00,000",652
HL1012,3,Rio de Janeiro,"2022-06-23 00:00:00,000",92
HL1008,3,Rio de Janeiro,"2022-06-24 00:00:00,000",405
HL1015,3,Rio de Janeiro,"2022-06-26 00:00:00,000",817
HL1021,3,Rio de Janeiro,"2022-06-29 00:00:00,000",573
HL1018,3,Rio de Janeiro,"2022-07-02 00:00:00,000",213
HL1013,3,Rio de Janeiro,"2022-07-08 00:00:00,000",625
HL1001,3,Rio de Janeiro,"2022-07-10 00:00:00,000",195
HL1007,3,Rio de Janeiro,"2022-07-11 00:00:00,000",20
HL1015,3,Rio de Janeiro,"2022-07-12 00:00:00,000",29
HL1015,3,Rio de Janeiro,"2022-07-13 00:00:00,000",558
HL1008,3,Rio de Janeiro,"2022-07-14 00:00:00,000",52
HL1019,3,Rio de Janeiro,"2022-07-15 00:00:00,000",29
HL1003,3,Rio de Janeiro,"2022-07-16 00:00:00,000",76
HL1024,3,Rio de Janeiro,"2022-07-16 00:00:00,000",28
HL1002,3,Rio de Janeiro,"2022-07-16 00:00:00,000",195
HL1021,3,Rio de Janeiro,"2022-07-16 00:00:00,000",121
HL1005,3,Rio de Janeiro,"2022-07-17 00:00:00,000",284
HL1005,3,Rio de Janeiro,"2022-07-19 00:00:00,000",749
HL1008,3,Rio de Janeiro,"2022-07-20 00:00:00,000",107
HL1009,3,Rio de Janeiro,"2022-07-20 00:00:00,000",362
HL1019,3,Rio de Janeiro,"2022-07-20 00:00:00,000",155
HL1006,3,Rio de Janeiro,"2022-07-21 00:00:00,000",28
HL1024,3,Rio de Janeiro,"2022-07-21 00:00:00,000",29
HL1021,3,Rio de Janeiro,"2022-07-22 00:00:00,000",374
HL1009,3,Rio de Janeiro,"2022-07-23 00:00:00,000",462
HL1015,3,Rio de Janeiro,"2022-07-24 00:00:00,000",3
HL1002,3,Rio de Janeiro,"2022-07-25 00:00:00,000",331
HL1022,3,Rio de Janeiro,"2022-07-31 00:00:00,000",573
HL1001,3,Rio de Janeiro,"2022-08-04 00:00:00,000",336
HL1005,3,Rio de Janeiro,"2022-08-08 00:00:00,000",194
HL1019,3,Rio de Janeiro,"2022-08-08 00:00:00,000",259
HL1018,3,Rio de Janeiro,"2022-08-09 00:00:00,000",744
HL1007,3,Rio de Janeiro,"2022-08-10 00:00:00,000",817
HL1018,3,Rio de Janeiro,"2022-08-12 00:00:00,000",443
HL1007,3,Rio de Janeiro,"2022-08-13 00:00:00,000",570
HL1002,3,Rio de Janeiro,"2022-08-15 00:00:00,000",362
HL1005,3,Rio de Janeiro,"2022-08-16 00:00:00,000",405
HL1015,3,Rio de Janeiro,"2022-08-20 00:00:00,000",226
HL1023,3,Rio de Janeiro,"2022-08-22 00:00:00,000",362
HL1013,3,Rio de Janeiro,"2022-08-22 00:00:00,000",374
HL1001,3,Rio de Janeiro,"2022-08-24 00:00:00,000",443
HL1015,3,Rio de Janeiro,"2022-08-24 00:00:00,000",572
HL1008,3,Rio de Janeiro,"2022-08-28 00:00:00,000",405
HL1005,3,Rio de Janeiro,"2022-09-02 00:00:00,000",788
HL1002,3,Rio de Janeiro,"2022-09-05 00:00:00,000",76
HL1023,3,Rio de Janeiro,"2022-09-06 00:00:00,000",331
HL1001,3,Rio de Janeiro,"2022-09-06 00:00:00,000",28
HL1023,3,Rio de Janeiro,"2022-09-09 00:00:00,000",499
HL1013,3,Rio de Janeiro,"2022-09-09 00:00:00,000",134
HL1021,3,Rio de Janeiro,"2022-09-09 00:00:00,000",589
HL1024,3,Rio de Janeiro,"2022-09-17 00:00:00,000",20
HL1019,3,Rio de Janeiro,"2022-09-18 00:00:00,000",195
HL1007,3,Rio de Janeiro,"2022-09-18 00:00:00,000",570
HL1008,3,Rio de Janeiro,"2022-09-18 00:00:00,000",155
HL1001,3,Rio de Janeiro,"2022-09-18 00:00:00,000",195
HL1018,3,Rio de Janeiro,"2022-09-20 00:00:00,000",694
HL1023,3,Rio de Janeiro,"2022-09-22 00:00:00,000",248
HL1003,3,Rio de Janeiro,"2022-09-22 00:00:00,000",76
HL1023,3,Rio de Janeiro,"2022-09-25 00:00:00,000",3
HL1001,3,Rio de Janeiro,"2022-09-28 00:00:00,000",744
HL1018,3,Rio de Janeiro,"2022-09-29 00:00:00,000",284
HL1005,3,Rio de Janeiro,"2022-10-02 00:00:00,000",788
HL1003,3,Rio de Janeiro,"2022-10-03 00:00:00,000",28
HL1007,3,Rio de Janeiro,"2022-10-03 00:00:00,000",248
HL1023,3,Rio de Janeiro,"2022-10-07 00:00:00,000",148
HL1006,3,Rio de Janeiro,"2022-10-09 00:00:00,000",325
HL1002,3,Rio de Janeiro,"2022-10-11 00:00:00,000",476
HL1005,3,Rio de Janeiro,"2022-10-12 00:00:00,000",213
HL1008,3,Rio de Janeiro,"2022-10-13 00:00:00,000",625
HL1009,3,Rio de Janeiro,"2022-10-15 00:00:00,000",331
HL1001,3,Rio de Janeiro,"2022-10-19 00:00:00,000",652
HL1001,3,Rio de Janeiro,"2022-10-20 00:00:00,000",52
HL1020,3,Rio de Janeiro,"2022-10-26 00:00:00,000",476
HL1012,3,Rio de Janeiro,"2022-10-29 00:00:00,000",284
HL1005,3,Rio de Janeiro,"2022-10-29 00:00:00,000",573
HL1001,3,Rio de Janeiro,"2022-10-30 00:00:00,000",694
HL1008,3,Rio de Janeiro,"2022-10-30 00:00:00,000",625
HL1015,3,Rio de Janeiro,"2022-11-01 00:00:00,000",804
HL1018,3,Rio de Janeiro,"2022-11-03 00:00:00,000",804
HL1024,3,Rio de Janeiro,"2022-11-04 00:00:00,000",20
HL1009,3,Rio de Janeiro,"2022-11-05 00:00:00,000",331
HL1001,3,Rio de Janeiro,"2022-11-05 00:00:00,000",405
HL1009,3,Rio de Janeiro,"2022-11-07 00:00:00,000",99
HL1005,3,Rio de Janeiro,"2022-11-08 00:00:00,000",570
HL1018,3,Rio de Janeiro,"2022-11-08 00:00:00,000",195
HL1005,3,Rio de Janeiro,"2022-11-09 00:00:00,000",570
HL1005,3,Rio de Janeiro,"2022-11-11 00:00:00,000",29
HL1005,3,Rio de Janeiro,"2022-11-12 00:00:00,000",462
HL1014,3,Rio de Janeiro,"2022-11-12 00:00:00,000",744
HL1015,3,Rio de Janeiro,"2022-11-13 00:00:00,000",499
HL1008,3,Rio de Janeiro,"2022-11-15 00:00:00,000",744
HL1013,3,Rio de Janeiro,"2022-11-15 00:00:00,000",259
HL1010,3,Rio de Janeiro,"2022-11-15 00:00:00,000",107
HL1001,3,Rio de Janeiro,"2022-11-16 00:00:00,000",99
HL1002,3,Rio de Janeiro,"2022-11-17 00:00:00,000",284
HL1023,3,Rio de Janeiro,"2022-11-18 00:00:00,000",76
HL1013,3,Rio de Janeiro,"2022-11-19 00:00:00,000",589
HL1009,3,Rio de Janeiro,"2022-11-20 00:00:00,000",20
HL1018,3,Rio de Janeiro,"2022-11-21 00:00:00,000",694
HL1007,3,Rio de Janeiro,"2022-11-22 00:00:00,000",377
HL1006,3,Rio de Janeiro,"2022-11-24 00:00:00,000",744
HL1005,3,Rio de Janeiro,"2022-11-25 00:00:00,000",11
HL1009,3,Rio de Janeiro,"2022-11-26 00:00:00,000",377
HL1013,3,Rio de Janeiro,"2022-11-27 00:00:00,000",326
HL1008,3,Rio de Janeiro,"2022-11-27 00:00:00,000",155
HL1005,3,Rio de Janeiro,"2022-11-28 00:00:00,000",545
HL1006,3,Rio de Janeiro,"2022-12-03 00:00:00,000",325
HL1001,3,Rio de Janeiro,"2022-12-03 00:00:00,000",788
HL1007,3,Rio de Janeiro,"2022-12-05 00:00:00,000",537
HL1021,3,Rio de Janeiro,"2022-12-07 00:00:00,000",325
HL1021,3,Rio de Janeiro,"2022-12-09 00:00:00,000",155
HL1023,3,Rio de Janeiro,"2022-12-09 00:00:00,000",374
HL1003,3,Rio de Janeiro,"2022-12-12 00:00:00,000",545
HL1008,3,Rio de Janeiro,"2022-12-14 00:00:00,000",589
HL1023,3,Rio de Janeiro,"2022-12-14 00:00:00,000",788
HL1020,3,Rio de Janeiro,"2022-12-14 00:00:00,000",817
HL1001,3,Rio de Janeiro,"2022-12-14 00:00:00,000",443
HL1006,3,Rio de Janeiro,"2022-12-18 00:00:00,000",29
HL1015,3,Rio de Janeiro,"2022-12-20 00:00:00,000",195
HL1002,3,Rio de Janeiro,"2022-12-21 00:00:00,000",226
HL1009,3,Rio de Janeiro,"2022-12-22 00:00:00,000",749
HL1008,3,Rio de Janeiro,"2022-12-23 00:00:00,000",374
HL1006,3,Rio de Janeiro,"2022-12-24 00:00:00,000",377
HL1001,3,Rio de Janeiro,"2022-12-24 00:00:00,000",817
HL1017,3,Rio de Janeiro,"2022-12-27 00:00:00,000",11
HL1009,3,Rio de Janeiro,"2022-12-27 00:00:00,000",92
HL1008,3,Rio de Janeiro,"2022-12-27 00:00:00,000",325
HL1007,3,Rio de Janeiro,"2022-12-28 00:00:00,000",570
HL1002,3,Rio de Janeiro,"2022-12-30 00:00:00,000",92
HL1015,3,Rio de Janeiro,"2022-12-30 00:00:00,000",92
HL1002,3,Rio de Janeiro,"2022-12-31 00:00:00,000",571
HL1005,5,Rio de Janeiro,"2020-01-01 00:00:00,000",148
HL1023,5,Rio de Janeiro,"2020-01-02 00:00:00,000",213
HL1017,5,Rio de Janeiro,"2020-01-03 00:00:00,000",374
HL1009,5,Rio de Janeiro,"2020-01-06 00:00:00,000",121
HL1024,5,Rio de Janeiro,"2020-01-06 00:00:00,000",407
HL1015,5,Rio de Janeiro,"2020-01-07 00:00:00,000",652
HL1011,5,Rio de Janeiro,"2020-01-10 00:00:00,000",331
HL1009,5,Rio de Janeiro,"2020-01-12 00:00:00,000",99
HL1008,5,Rio de Janeiro,"2020-01-12 00:00:00,000",499
HL1022,5,Rio de Janeiro,"2020-01-15 00:00:00,000",405
HL1009,5,Rio de Janeiro,"2020-01-15 00:00:00,000",44
HL1021,5,Rio de Janeiro,"2020-01-18 00:00:00,000",325
HL1023,5,Rio de Janeiro,"2020-01-18 00:00:00,000",572
HL1012,5,Rio de Janeiro,"2020-01-20 00:00:00,000",368
HL1013,5,Rio de Janeiro,"2020-01-22 00:00:00,000",817
HL1014,5,Rio de Janeiro,"2020-01-22 00:00:00,000",492
HL1007,5,Rio de Janeiro,"2020-01-25 00:00:00,000",213
HL1020,5,Rio de Janeiro,"2020-02-01 00:00:00,000",259
HL1024,5,Rio de Janeiro,"2020-02-01 00:00:00,000",694
HL1004,5,Rio de Janeiro,"2020-02-03 00:00:00,000",3
HL1023,5,Rio de Janeiro,"2020-02-03 00:00:00,000",744
HL1021,5,Rio de Janeiro,"2020-02-06 00:00:00,000",107
HL1021,5,Rio de Janeiro,"2020-02-10 00:00:00,000",744
HL1009,5,Rio de Janeiro,"2020-02-11 00:00:00,000",545
HL1013,5,Rio de Janeiro,"2020-02-14 00:00:00,000",125
HL1006,5,Rio de Janeiro,"2020-02-20 00:00:00,000",92
HL1017,5,Rio de Janeiro,"2020-02-21 00:00:00,000",121
HL1013,5,Rio de Janeiro,"2020-02-27 00:00:00,000",499
HL1023,5,Rio de Janeiro,"2020-03-01 00:00:00,000",531
HL1003,5,Rio de Janeiro,"2020-03-04 00:00:00,000",462
HL1007,5,Rio de Janeiro,"2020-03-09 00:00:00,000",3
HL1020,5,Rio de Janeiro,"2020-03-11 00:00:00,000",121
HL1011,5,Rio de Janeiro,"2020-03-11 00:00:00,000",134
HL1006,5,Rio de Janeiro,"2020-03-19 00:00:00,000",195
HL1005,5,Rio de Janeiro,"2020-03-22 00:00:00,000",44
HL1022,5,Rio de Janeiro,"2020-03-31 00:00:00,000",573
HL1012,5,Rio de Janeiro,"2020-04-09 00:00:00,000",545
HL1020,5,Rio de Janeiro,"2020-04-09 00:00:00,000",298
HL1013,5,Rio de Janeiro,"2020-04-10 00:00:00,000",573
HL1019,5,Rio de Janeiro,"2020-04-11 00:00:00,000",298
HL1008,5,Rio de Janeiro,"2020-04-12 00:00:00,000",284
HL1015,5,Rio de Janeiro,"2020-04-15 00:00:00,000",92
HL1015,5,Rio de Janeiro,"2020-04-16 00:00:00,000",44
HL1012,5,Rio de Janeiro,"2020-05-01 00:00:00,000",11
HL1002,5,Rio de Janeiro,"2020-05-01 00:00:00,000",749
HL1018,5,Rio de Janeiro,"2020-05-02 00:00:00,000",52
HL1021,5,Rio de Janeiro,"2020-05-03 00:00:00,000",121
HL1013,5,Rio de Janeiro,"2020-05-11 00:00:00,000",195
HL1009,5,Rio de Janeiro,"2020-05-14 00:00:00,000",148
HL1018,5,Rio de Janeiro,"2020-05-15 00:00:00,000",545
HL1005,5,Rio de Janeiro,"2020-05-16 00:00:00,000",537
HL1007,5,Rio de Janeiro,"2020-05-19 00:00:00,000",377
HL1005,5,Rio de Janeiro,"2020-05-20 00:00:00,000",155
HL1008,5,Rio de Janeiro,"2020-05-22 00:00:00,000",443
HL1008,5,Rio de Janeiro,"2020-05-26 00:00:00,000",20
HL1002,5,Rio de Janeiro,"2020-05-27 00:00:00,000",213
HL1005,5,Rio de Janeiro,"2020-05-29 00:00:00,000",499
HL1009,5,Rio de Janeiro,"2020-06-01 00:00:00,000",29
HL1005,5,Rio de Janeiro,"2020-06-05 00:00:00,000",213
HL1023,5,Rio de Janeiro,"2020-06-05 00:00:00,000",749
HL1008,5,Rio de Janeiro,"2020-06-06 00:00:00,000",28
HL1015,5,Rio de Janeiro,"2020-06-08 00:00:00,000",545
HL1015,5,Rio de Janeiro,"2020-06-23 00:00:00,000",545
HL1008,5,Rio de Janeiro,"2020-06-25 00:00:00,000",443
HL1021,5,Rio de Janeiro,"2020-06-25 00:00:00,000",625
HL1003,5,Rio de Janeiro,"2020-06-26 00:00:00,000",570
HL1013,5,Rio de Janeiro,"2020-06-30 00:00:00,000",326
HL1018,5,Rio de Janeiro,"2020-07-03 00:00:00,000",652
HL1007,5,Rio de Janeiro,"2020-07-04 00:00:00,000",213
HL1015,5,Rio de Janeiro,"2020-07-11 00:00:00,000",194
HL1005,5,Rio de Janeiro,"2020-07-12 00:00:00,000",771
HL1019,5,Rio de Janeiro,"2020-07-15 00:00:00,000",29
HL1009,5,Rio de Janeiro,"2020-07-16 00:00:00,000",625
HL1002,5,Rio de Janeiro,"2020-07-17 00:00:00,000",749
HL1023,5,Rio de Janeiro,"2020-07-17 00:00:00,000",537
HL1008,5,Rio de Janeiro,"2020-07-17 00:00:00,000",3
HL1009,5,Rio de Janeiro,"2020-07-18 00:00:00,000",744
HL1013,5,Rio de Janeiro,"2020-07-18 00:00:00,000",572
HL1021,5,Rio de Janeiro,"2020-07-19 00:00:00,000",377
HL1015,5,Rio de Janeiro,"2020-07-19 00:00:00,000",194
HL1015,5,Rio de Janeiro,"2020-07-21 00:00:00,000",788
HL1006,5,Rio de Janeiro,"2020-07-22 00:00:00,000",749
HL1023,5,Rio de Janeiro,"2020-07-26 00:00:00,000",194
HL1002,5,Rio de Janeiro,"2020-07-28 00:00:00,000",326
HL1015,5,Rio de Janeiro,"2020-07-29 00:00:00,000",121
HL1013,5,Rio de Janeiro,"2020-08-04 00:00:00,000",744
HL1008,5,Rio de Janeiro,"2020-08-04 00:00:00,000",377
HL1019,5,Rio de Janeiro,"2020-08-07 00:00:00,000",107
HL1009,5,Rio de Janeiro,"2020-08-11 00:00:00,000",744
HL1008,5,Rio de Janeiro,"2020-08-12 00:00:00,000",817
HL1005,5,Rio de Janeiro,"2020-08-12 00:00:00,000",3
HL1008,5,Rio de Janeiro,"2020-08-14 00:00:00,000",155
HL1024,5,Rio de Janeiro,"2020-08-23 00:00:00,000",771
HL1023,5,Rio de Janeiro,"2020-08-24 00:00:00,000",625
HL1015,5,Rio de Janeiro,"2020-08-24 00:00:00,000",443
HL1021,5,Rio de Janeiro,"2020-08-26 00:00:00,000",462
HL1009,5,Rio de Janeiro,"2020-08-29 00:00:00,000",443
HL1021,5,Rio de Janeiro,"2020-08-30 00:00:00,000",804
HL1015,5,Rio de Janeiro,"2020-09-01 00:00:00,000",336
HL1005,5,Rio de Janeiro,"2020-09-03 00:00:00,000",694
HL1002,5,Rio de Janeiro,"2020-09-08 00:00:00,000",148
HL1003,5,Rio de Janeiro,"2020-09-10 00:00:00,000",572
HL1005,5,Rio de Janeiro,"2020-09-10 00:00:00,000",213
HL1015,5,Rio de Janeiro,"2020-09-11 00:00:00,000",804
HL1021,5,Rio de Janeiro,"2020-09-12 00:00:00,000",589
